"","Wooliver_ITS_1A10_Beever240927_S237","Wooliver_ITS_1A6_Beever240927_S205","Wooliver_ITS_1A7_Beever240927_S213","Wooliver_ITS_1A8_Beever240927_S221","Wooliver_ITS_1A9_Beever240927_S229","Wooliver_ITS_1B10_Beever240927_S238","Wooliver_ITS_1B6_Beever240927_S206","Wooliver_ITS_1B7_Beever240927_S214","Wooliver_ITS_1B8_Beever240927_S222","Wooliver_ITS_1B9_Beever240927_S230","Wooliver_ITS_1C10_Beever240927_S239","Wooliver_ITS_1C6_Beever240927_S207","Wooliver_ITS_1C7_Beever240927_S215","Wooliver_ITS_1C8_Beever240927_S223","Wooliver_ITS_1C9_Beever240927_S231","Wooliver_ITS_1D10_Beever240927_S240","Wooliver_ITS_1D6_Beever240927_S208","Wooliver_ITS_1D7_Beever240927_S216","Wooliver_ITS_1D8_Beever240927_S224","Wooliver_ITS_1D9_Beever240927_S232","Wooliver_ITS_1E10_Beever240927_S241","Wooliver_ITS_1E6_Beever240927_S209","Wooliver_ITS_1E7_Beever240927_S217","Wooliver_ITS_1E8_Beever240927_S225","Wooliver_ITS_1E9_Beever240927_S233","Wooliver_ITS_1F10_Beever240927_S242","Wooliver_ITS_1F6_Beever240927_S210","Wooliver_ITS_1F7_Beever240927_S218","Wooliver_ITS_1F8_Beever240927_S226","Wooliver_ITS_1F9_Beever240927_S234","Wooliver_ITS_1G10_Beever240927_S243","Wooliver_ITS_1G6_Beever240927_S211","Wooliver_ITS_1G7_Beever240927_S219","Wooliver_ITS_1G8_Beever240927_S227","Wooliver_ITS_1G9_Beever240927_S235","Wooliver_ITS_1H10_Beever240927_S244","Wooliver_ITS_1H6_Beever240927_S212","Wooliver_ITS_1H7_Beever240927_S220","Wooliver_ITS_1H8_Beever240927_S228","Wooliver_ITS_1H9_Beever240927_S236","Wooliver_ITS_2A4_Beever240927_S285","Wooliver_ITS_2A5_Beever240927_S293","Wooliver_ITS_2A6_Beever240927_S301","Wooliver_ITS_2A7_Beever240927_S309","Wooliver_ITS_2A8_Beever240927_S317","Wooliver_ITS_2B4_Beever240927_S286","Wooliver_ITS_2B5_Beever240927_S294","Wooliver_ITS_2B6_Beever240927_S302","Wooliver_ITS_2B7_Beever240927_S310","Wooliver_ITS_2B8_Beever240927_S318","Wooliver_ITS_2C4_Beever240927_S287","Wooliver_ITS_2C5_Beever240927_S295","Wooliver_ITS_2C6_Beever240927_S303","Wooliver_ITS_2C7_Beever240927_S311","Wooliver_ITS_2C8_Beever240927_S319","Wooliver_ITS_2D4_Beever240927_S288","Wooliver_ITS_2D5_Beever240927_S296","Wooliver_ITS_2D6_Beever240927_S304","Wooliver_ITS_2D7_Beever240927_S312","Wooliver_ITS_2D8_Beever240927_S320","Wooliver_ITS_2E4_Beever240927_S289","Wooliver_ITS_2E5_Beever240927_S297","Wooliver_ITS_2E6_Beever240927_S305","Wooliver_ITS_2E7_Beever240927_S313","Wooliver_ITS_2E8_Beever240927_S321","Wooliver_ITS_2F4_Beever240927_S290","Wooliver_ITS_2F5_Beever240927_S298","Wooliver_ITS_2F6_Beever240927_S306","Wooliver_ITS_2F7_Beever240927_S314","Wooliver_ITS_2F8_Beever240927_S322","Wooliver_ITS_2G4_Beever240927_S291","Wooliver_ITS_2G5_Beever240927_S299","Wooliver_ITS_2G6_Beever240927_S307","Wooliver_ITS_2G7_Beever240927_S315","Wooliver_ITS_2G8_Beever240927_S323","Wooliver_ITS_2H4_Beever240927_S292","Wooliver_ITS_2H5_Beever240927_S300","Wooliver_ITS_2H6_Beever240927_S308","Wooliver_ITS_2H7_Beever240927_S316","Wooliver_ITS_2H8_Beever240927_S324"
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Coniothyriaceae|g__Coniothyrium|s__sidae|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Coniothyriaceae|g__Coniothyrium|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Coniothyriaceae|g__Hazslinszkyomyces|t__litter_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Coniothyriaceae|g__Neoconiothyrium|s__persooniae|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Coniothyriaceae|t__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Cucurbitariaceae|g__Pyrenochaeta|s__nobilis|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Cucurbitariaceae|g__Pyrenochaeta|t__wood_saprotroph",0,3,2,0,0,0,5,0,0,0,2,0,0,0,33,0,0,9,0,0,3,14,0,0,0,0,0,0,72,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,16,4,0,0,0,0,0,0,0,36,0,3,9,0,0,0,0,0,0,3,0,6,6,23,0,0,2,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Cucurbitariaceae|g__Pyrenochaetopsis|s__confluens|t__foliar_endophyte",3,0,6,0,14,0,7,0,0,0,8,0,0,5,11,0,0,0,0,0,4,0,0,0,6,0,0,0,9,0,6,0,0,0,0,16,0,0,0,0,0,0,6,4,0,8,0,0,0,0,0,2,12,12,21,0,5,7,2,10,3,2,0,7,7,3,0,5,23,0,3,0,0,0,4,0,0,0,3,14
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Cucurbitariaceae|g__Pyrenochaetopsis|s__indica|t__foliar_endophyte",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Cucurbitariaceae|g__Pyrenochaetopsis|s__leptospora|t__foliar_endophyte",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Cucurbitariaceae|g__Pyrenochaetopsis|s__tabarestanensis|t__foliar_endophyte",0,0,0,0,0,2,0,10,0,0,0,0,0,0,9,3,0,18,3,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,10,0,4,0,6,0,0,0,0,11,11,0,0,0,0,0,5,0,4,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Cucurbitariaceae|g__Pyrenochaetopsis|t__foliar_endophyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Cucurbitariaceae|t__NA",0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,16,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,4,0,0,0,57,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Dictyosporiaceae|g__Gregarithecium|s__curvisporum|t__litter_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Dictyosporiaceae|g__Pseudocoleophoma|s__calamagrostidis|t__plant_pathogen",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Dictyosporiaceae|g__Pseudocoleophoma|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,12,2,0,3,0,0,2,2,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,0,4,3,0,29,0,0,0,5,0,2,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Dictyosporiaceae|t__NA",7,13,3,43,13,3,16,20,0,0,23,0,0,26,54,4,2,53,0,0,38,44,0,4,25,0,5,9,42,6,0,24,15,0,0,8,0,0,4,42,0,8,39,8,0,66,24,0,9,0,2,0,7,39,80,5,42,6,13,5,3,0,8,2,80,0,0,26,11,9,35,3,3,2,0,0,3,9,34,5
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Ascochyta|s__var._macrospora|t__plant_pathogen",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Boeremia|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Didymella|s__bellidis|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Didymella|s__glomerata|t__plant_pathogen",0,40,0,0,0,0,0,0,0,63,0,0,25,0,0,63,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,32,0,0,77,0,0,74,0,0,0,0,0,0,0,54,0,0,110,0,0,0,0,0,0,0,92,0,0,68,0,0,0,0,0,0,0,0,0,0,27,0,0,114,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Didymella|t__plant_pathogen",87,235,160,72,220,178,22,424,182,225,253,136,181,201,30,251,150,98,203,46,39,409,60,243,143,87,202,136,31,224,138,60,180,162,211,244,182,238,191,0,274,158,66,192,118,18,274,211,181,206,153,266,149,46,403,163,34,234,306,286,381,94,316,363,96,295,97,23,245,220,13,321,163,221,142,157,304,109,34,198
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Epicoccum|s__italicum|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Epicoccum|s__pseudokeratinophilum|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Epicoccum|s__thailandicum|t__plant_pathogen",38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,238,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,6,0,0,5,0,0,9,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Epicoccum|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Heterophoma|s__sylvatica|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Neoascochyta|s__desmazieri|t__plant_pathogen",0,0,9,0,0,0,0,17,0,0,0,0,0,0,0,0,208,0,4,4,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,6,0,0,0,0,0,16,148,0,0,3,0,0,0,0,0,0,93,0,0,0,0,0,0,6,0,0,0,0,0,21,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Neoascochyta|s__europaea|t__plant_pathogen",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Neoascochyta|s__tardicrescens|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Phomatodes|s__aubrietiae|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Similiphoma|s__crystallifera|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Stagonosporopsis|s__astragali|t__plant_pathogen",0,97,16,0,114,8,0,189,0,60,115,70,95,0,0,128,34,0,144,177,0,246,29,98,43,58,157,29,0,63,30,0,135,0,47,151,73,209,90,0,184,149,0,207,9,0,174,28,105,95,32,188,70,0,208,134,0,162,24,262,189,0,0,72,0,200,34,0,92,15,0,188,0,14,58,25,156,30,0,164
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Stagonosporopsis|s__lupini|t__plant_pathogen",31,279,0,0,152,0,0,108,44,236,168,28,172,127,97,604,136,101,116,0,0,182,33,229,26,0,259,0,0,39,126,3,109,19,157,120,231,185,90,17,237,228,0,134,174,5,90,51,267,29,70,861,0,5,123,77,14,108,52,482,218,89,210,34,18,321,54,0,88,88,0,132,0,39,0,15,321,0,0,64
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Stagonosporopsis|s__vannaccii|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Stagonosporopsis|t__plant_pathogen",0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,5,0,0,0,16,0,0,25,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,17,0,0,15,1,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,1,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Xenodidymella|s__humicola|t__litter_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Xenodidymella|t__litter_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|t__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymosphaeriaceae|g__Letendraea|t__mycoparasite",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymosphaeriaceae|g__Montagnula|s__chiangraiensis|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymosphaeriaceae|g__Montagnula|s__opulenta|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymosphaeriaceae|g__Neptunomyces|s__aureus|t__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymosphaeriaceae|g__Paracamarosporium|s__fungicola|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymosphaeriaceae|g__Paraconiothyrium|s__archidendri|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymosphaeriaceae|g__Paraconiothyrium|s__brasiliense|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymosphaeriaceae|g__Paraconiothyrium|s__estuarinum|t__wood_saprotroph",0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,4,8,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,3,0,0,0,0,9,4,0,0,4,0,0,0,0,0,0,20,0,0,14,0,0,17,3,0,0,0,0,0,0,2,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymosphaeriaceae|g__Paraphaeosphaeria|s__angularis|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymosphaeriaceae|g__Paraphaeosphaeria|s__michotii|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymosphaeriaceae|g__Paraphaeosphaeria|s__minitans|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymosphaeriaceae|g__Paraphaeosphaeria|s__sporulosa|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
