Sample number,Moisture treatment,Residue type,Lab rep,Glucose addition treatment,Harvest day,Time,Date,WHC,
64,Drought,CLOV,R2,G-00,T90,1,5/24/23,58.47709072,
65,Drought,NONE,R2,G-50,T1,1,5/24/23,59.35092188,
66,Drought,NONE,R2,G-50,T90,1,5/24/23,59.59257873,
67,Drought,NONE,R2,G-00,T1,1,5/24/23,59.54424736,
68,Drought,NONE,R2,G-00,T90,1,5/24/23,59.39925325,
69,Drought,SHMX,R2,G-50,T1,1,5/24/23,58.38332786,
70,Drought,SHMX,R2,G-50,T90,1,5/24/23,58.33499649,
71,Drought,SHMX,R2,G-00,T1,1,5/24/23,58.67331608,
72,Drought,SHMX,R2,G-00,T90,1,5/24/23,58.57665334,
73,Drought,WHCL,R2,G-50,T1,1,5/24/23,58.42779272,
74,Drought,WHCL,R2,G-50,T90,1,5/24/23,58.33112998,
75,Drought,WHCL,R2,G-00,T1,1,5/24/23,58.37946135,
76,Drought,WHCL,R2,G-00,T90,1,5/24/23,58.52445546,
77,Drought,WHEA,R2,G-50,T1,1,5/24/23,58.45775817,
78,Drought,WHEA,R2,G-50,T90,1,5/24/23,58.50608954,
79,Drought,WHEA,R2,G-00,T1,1,5/24/23,58.60275228,
80,Drought,WHEA,R2,G-00,T90,1,5/24/23,58.31276406,
81,Ambient,CLOV,R3,G-50,T1,1,5/24/23,58.91207304,
82,Ambient,CLOV,R3,G-50,T90,1,5/24/23,58.8154103,
83,Ambient,CLOV,R3,G-00,T1,1,5/24/23,58.91207304,
84,Ambient,CLOV,R3,G-00,T90,1,5/24/23,58.71874757,
85,Ambient,NONE,R3,G-50,T1,1,5/24/23,59.10926503,
86,Ambient,NONE,R3,G-50,T90,1,5/24/23,59.54424736,
87,Ambient,NONE,R3,G-00,T1,1,5/24/23,59.54424736,
88,Ambient,NONE,R3,G-00,T90,1,5/24/23,59.54424736,
89,Ambient,SHMX,R3,G-50,T1,1,5/24/23,58.38332786,
90,Ambient,SHMX,R3,G-50,T90,1,5/24/23,58.38332786,
91,Ambient,SHMX,R3,G-00,T1,1,5/24/23,58.72164745,
92,Ambient,SHMX,R3,G-00,T90,1,5/24/23,58.67331608,
93,Ambient,WHCL,R3,G-50,T1,1,5/24/23,58.37946135,
94,Ambient,WHCL,R3,G-50,T90,1,5/24/23,58.47612409,
95,Ambient,WHCL,R3,G-00,T1,1,5/24/23,58.23446724,
96,Ambient,WHCL,R3,G-00,T90,1,5/24/23,58.57278683,
97,Ambient,WHEA,R3,G-50,T1,1,5/24/23,58.4094268,
98,Ambient,WHEA,R3,G-50,T90,1,5/24/23,58.60275228,
99,Ambient,WHEA,R3,G-00,T1,1,5/24/23,58.45775817,
100,Ambient,WHEA,R3,G-00,T90,1,5/24/23,58.45775817,
101,Drought,CLOV,R3,G-50,T1,1,5/24/23,58.42875935,
102,Drought,CLOV,R3,G-50,T90,1,5/24/23,58.33209661,
103,Drought,CLOV,R3,G-00,T1,1,5/24/23,58.42875935,
104,Drought,CLOV,R3,G-00,T90,1,5/24/23,58.38042798,
105,Drought,NONE,R3,G-50,T1,1,5/24/23,59.01260229,
106,Drought,NONE,R3,G-50,T90,1,5/24/23,59.25425914,
107,Drought,NONE,R3,G-00,T1,1,5/24/23,59.39925325,
108,Drought,NONE,R3,G-00,T90,1,5/24/23,59.39925325,
109,Drought,SHMX,R3,G-50,T1,1,5/24/23,58.19000238,
110,Drought,SHMX,R3,G-50,T90,1,5/24/23,58.04500827,
111,Drought,SHMX,R3,G-00,T1,1,5/24/23,58.57665334,
112,Drought,SHMX,R3,G-00,T90,1,5/24/23,58.52832197,
113,Drought,WHCL,R3,G-50,T1,1,5/24/23,58.47612409,
114,Drought,WHCL,R3,G-50,T90,1,5/24/23,58.42779272,
115,Drought,WHCL,R3,G-00,T1,1,5/24/23,58.71778094,
116,Drought,WHCL,R3,G-00,T90,1,5/24/23,58.66944957,
117,Drought,WHEA,R3,G-50,T1,1,5/24/23,58.69941502,
118,Drought,WHEA,R3,G-50,T90,1,5/24/23,58.55442091,
119,Drought,WHEA,R3,G-00,T1,1,5/24/23,58.4094268,
120,Drought,WHEA,R3,G-00,T90,1,5/24/23,58.55442091,
121,Ambient,CLOV,R4,G-50,T1,1,5/24/23,58.62208483,
122,Ambient,CLOV,R4,G-50,T90,1,5/24/23,58.71874757,
123,Ambient,CLOV,R4,G-00,T1,1,5/24/23,58.52542209,
124,Ambient,CLOV,R4,G-00,T90,1,5/24/23,58.57375346,
125,Ambient,NONE,R4,G-50,T1,1,5/24/23,59.35092188,
126,Ambient,NONE,R4,G-50,T90,1,5/24/23,59.54424736,
127,Ambient,NONE,R4,G-00,T1,1,5/24/23,59.39925325,
128,Ambient,NONE,R4,G-00,T90,1,5/24/23,59.25425914,
129,Ambient,SHMX,R4,G-50,T1,1,5/24/23,58.38332786,
130,Ambient,SHMX,R4,G-50,T90,1,5/24/23,58.4799906,
131,Ambient,SHMX,R4,G-00,T1,1,5/24/23,58.62498471,
132,Ambient,SHMX,R4,G-00,T90,1,5/24/23,58.28666512,
133,Ambient,WHCL,R4,G-50,T1,1,5/24/23,58.42779272,
134,Ambient,WHCL,R4,G-50,T90,1,5/24/23,58.47612409,
135,Ambient,WHCL,R4,G-00,T1,1,5/24/23,58.33112998,
136,Ambient,WHCL,R4,G-00,T90,1,5/24/23,58.47612409,
137,Ambient,WHEA,R4,G-50,T1,1,5/24/23,58.50608954,
138,Ambient,WHEA,R4,G-50,T90,1,5/24/23,58.50608954,
139,Ambient,WHEA,R4,G-00,T1,1,5/24/23,58.45775817,
140,Ambient,WHEA,R4,G-00,T90,1,5/24/23,58.50608954,
141,Drought,CLOV,R4,G-50,T1,1,5/24/23,58.42875935,
142,Drought,CLOV,R4,G-50,T90,1,5/24/23,58.52542209,
143,Drought,CLOV,R4,G-00,T1,1,5/24/23,58.28376524,
144,Drought,CLOV,R4,G-00,T90,1,5/24/23,58.33209661,
145,Drought,NONE,R4,G-50,T1,1,5/24/23,59.06093366,
146,Drought,NONE,R4,G-50,T90,1,5/24/23,59.35092188,
147,Drought,NONE,R4,G-00,T1,1,5/24/23,59.10926503,
148,Drought,NONE,R4,G-00,T90,1,5/24/23,59.20592777,
149,Drought,SHMX,R4,G-50,T1,1,5/24/23,58.04500827,
150,Drought,SHMX,R4,G-50,T90,1,5/24/23,58.38332786,
151,Drought,SHMX,R4,G-00,T1,1,5/24/23,58.57665334,
152,Drought,SHMX,R4,G-00,T90,1,5/24/23,58.38332786,
153,Drought,WHCL,R4,G-50,T1,1,5/24/23,58.33112998,
154,Drought,WHCL,R4,G-50,T90,1,5/24/23,57.99281039,
155,Drought,WHCL,R4,G-00,T1,1,5/24/23,58.28279861,
156,Drought,WHCL,R4,G-00,T90,1,5/24/23,58.6211182,
157,Drought,WHEA,R4,G-50,T1,1,5/24/23,58.4094268,
158,Drought,WHEA,R4,G-50,T90,1,5/24/23,58.4094268,
159,Drought,WHEA,R4,G-00,T1,1,5/24/23,58.26443269,
160,Drought,WHEA,R4,G-00,T90,1,5/24/23,58.79607776,
1,Ambient,CLOV,R1,G-50,T1,2,5/24/23,59.83084021,
2,Ambient,CLOV,R1,G-50,T90,2,5/24/23,59.87917158,
3,Ambient,CLOV,R1,G-00,T1,2,5/24/23,60.45914801,
4,Ambient,CLOV,R1,G-00,T90,2,5/24/23,59.83084021,
5,Ambient,NONE,R1,G-50,T1,2,5/24/23,59.98791716,
6,Ambient,NONE,R1,G-50,T90,2,5/24/23,59.98791716,
7,Ambient,NONE,R1,G-00,T1,2,5/24/23,60.03624853,
8,Ambient,NONE,R1,G-00,T90,2,5/24/23,59.98791716,
9,Ambient,SHMX,R1,G-50,T1,2,5/24/23,59.64959757,
10,Ambient,SHMX,R1,G-50,T90,2,5/24/23,60.03624853,
11,Ambient,SHMX,R1,G-00,T1,2,5/24/23,60.13291127,
12,Ambient,SHMX,R1,G-00,T90,2,5/24/23,60.18124264,
13,Ambient,WHCL,R1,G-50,T1,2,5/24/23,59.85500589,
14,Ambient,WHCL,R1,G-50,T90,2,5/24/23,59.75834315,
15,Ambient,WHCL,R1,G-00,T1,2,5/24/23,60.33831959,
16,Ambient,WHCL,R1,G-00,T90,2,5/24/23,60.04833137,
17,Ambient,WHEA,R1,G-50,T1,2,5/24/23,59.93958579,
18,Ambient,WHEA,R1,G-50,T90,2,5/24/23,59.69792894,
19,Ambient,WHEA,R1,G-00,T1,2,5/24/23,60.13291127,
20,Ambient,WHEA,R1,G-00,T90,2,5/24/23,60.22957401,
21,Drought,CLOV,R1,G-50,T1,2,5/24/23,59.96375147,
22,Drought,CLOV,R1,G-50,T90,2,5/24/23,59.96375147,
23,Drought,CLOV,R1,G-00,T1,2,5/24/23,60.01208284,
24,Drought,CLOV,R1,G-00,T90,2,5/24/23,60.06041421,
25,Drought,NONE,R1,G-50,T1,2,5/24/23,59.92750295,
26,Drought,NONE,R1,G-50,T90,2,5/24/23,59.87917158,
27,Drought,NONE,R1,G-00,T1,2,5/24/23,60.16915979,
28,Drought,NONE,R1,G-00,T90,2,5/24/23,60.02416568,
29,Drought,SHMX,R1,G-50,T1,2,5/24/23,59.81875736,
30,Drought,SHMX,R1,G-50,T90,2,5/24/23,60.01208284,
31,Drought,SHMX,R1,G-00,T1,2,5/24/23,60.01208284,
32,Drought,SHMX,R1,G-00,T90,2,5/24/23,60.15707695,
33,Drought,WHCL,R1,G-50,T1,2,5/24/23,60.27790538,
34,Drought,WHCL,R1,G-50,T90,2,5/24/23,59.74626031,
35,Drought,WHCL,R1,G-00,T1,2,5/24/23,60.37456811,
36,Drought,WHCL,R1,G-00,T90,2,5/24/23,59.6012662,
37,Drought,WHEA,R1,G-50,T1,2,5/24/23,59.83084021,
38,Drought,WHEA,R1,G-50,T90,2,5/24/23,59.6858461,
39,Drought,WHEA,R1,G-00,T1,2,5/24/23,60.07249705,
40,Drought,WHEA,R1,G-00,T90,2,5/24/23,60.41081664,
41,Ambient,CLOV,R2,G-50,T1,2,5/24/23,59.95166863,
42,Ambient,CLOV,R2,G-50,T90,2,5/24/23,60.09666274,
43,Ambient,CLOV,R2,G-00,T1,2,5/24/23,59.95166863,
44,Ambient,CLOV,R2,G-00,T90,2,5/24/23,60,
45,Ambient,NONE,R2,G-50,T1,2,5/24/23,60.07249705,
46,Ambient,NONE,R2,G-50,T90,2,5/24/23,59.92750295,
47,Ambient,NONE,R2,G-00,T1,2,5/24/23,60.07249705,
48,Ambient,NONE,R2,G-00,T90,2,5/24/23,59.92750295,
49,Ambient,SHMX,R2,G-50,T1,2,5/24/23,59.9154201,
50,Ambient,SHMX,R2,G-50,T90,2,5/24/23,60.15707695,
51,Ambient,SHMX,R2,G-00,T1,2,5/24/23,60.06041421,
52,Ambient,SHMX,R2,G-00,T90,2,5/24/23,59.86708873,
53,Ambient,WHCL,R2,G-50,T1,2,5/24/23,59.93958579,
54,Ambient,WHCL,R2,G-50,T90,2,5/24/23,59.89125442,
55,Ambient,WHCL,R2,G-00,T1,2,5/24/23,59.98791716,
56,Ambient,WHCL,R2,G-00,T90,2,5/24/23,60.18124264,
57,Ambient,WHEA,R2,G-50,T1,2,5/24/23,59.90333726,
58,Ambient,WHEA,R2,G-50,T90,2,5/24/23,60.14499411,
59,Ambient,WHEA,R2,G-00,T1,2,5/24/23,59.95166863,
60,Ambient,WHEA,R2,G-00,T90,2,5/24/23,60,
61,Drought,CLOV,R2,G-50,T1,2,5/24/23,60.0845799,
62,Drought,CLOV,R2,G-50,T90,2,5/24/23,59.93958579,
63,Drought,CLOV,R2,G-00,T1,2,5/24/23,59.98791716,
64,Drought,CLOV,R2,G-00,T90,2,5/24/23,59.98791716,
65,Drought,NONE,R2,G-50,T1,2,5/24/23,59.87917158,
66,Drought,NONE,R2,G-50,T90,2,5/24/23,60.12082842,
67,Drought,NONE,R2,G-00,T1,2,5/24/23,60.07249705,
68,Drought,NONE,R2,G-00,T90,2,5/24/23,59.92750295,
69,Drought,SHMX,R2,G-50,T1,2,5/24/23,59.89125442,
70,Drought,SHMX,R2,G-50,T90,2,5/24/23,59.84292305,
71,Drought,SHMX,R2,G-00,T1,2,5/24/23,60.18124264,
72,Drought,SHMX,R2,G-00,T90,2,5/24/23,60.0845799,
73,Drought,WHCL,R2,G-50,T1,2,5/24/23,60.01208284,
74,Drought,WHCL,R2,G-50,T90,2,5/24/23,59.9154201,
75,Drought,WHCL,R2,G-00,T1,2,5/24/23,59.96375147,
76,Drought,WHCL,R2,G-00,T90,2,5/24/23,60.10874558,
77,Drought,WHEA,R2,G-50,T1,2,5/24/23,59.98791716,
78,Drought,WHEA,R2,G-50,T90,2,5/24/23,60.03624853,
79,Drought,WHEA,R2,G-00,T1,2,5/24/23,60.13291127,
80,Drought,WHEA,R2,G-00,T90,2,5/24/23,59.84292305,
81,Ambient,CLOV,R3,G-50,T1,2,5/24/23,60.07249705,
82,Ambient,CLOV,R3,G-50,T90,2,5/24/23,59.97583432,
83,Ambient,CLOV,R3,G-00,T1,2,5/24/23,60.07249705,
84,Ambient,CLOV,R3,G-00,T90,2,5/24/23,59.87917158,
85,Ambient,NONE,R3,G-50,T1,2,5/24/23,59.67376326,
86,Ambient,NONE,R3,G-50,T90,2,5/24/23,60.10874558,
87,Ambient,NONE,R3,G-00,T1,2,5/24/23,60.10874558,
88,Ambient,NONE,R3,G-00,T90,2,5/24/23,60.10874558,
89,Ambient,SHMX,R3,G-50,T1,2,5/24/23,59.84292305,
90,Ambient,SHMX,R3,G-50,T90,2,5/24/23,59.84292305,
91,Ambient,SHMX,R3,G-00,T1,2,5/24/23,60.18124264,
92,Ambient,SHMX,R3,G-00,T90,2,5/24/23,60.13291127,
93,Ambient,WHCL,R3,G-50,T1,2,5/24/23,59.96375147,
94,Ambient,WHCL,R3,G-50,T90,2,5/24/23,60.06041421,
95,Ambient,WHCL,R3,G-00,T1,2,5/24/23,59.81875736,
96,Ambient,WHCL,R3,G-00,T90,2,5/24/23,60.15707695,
97,Ambient,WHEA,R3,G-50,T1,2,5/24/23,59.92750295,
98,Ambient,WHEA,R3,G-50,T90,2,5/24/23,60.12082842,
99,Ambient,WHEA,R3,G-00,T1,2,5/24/23,59.97583432,
100,Ambient,WHEA,R3,G-00,T90,2,5/24/23,59.97583432,
101,Drought,CLOV,R3,G-50,T1,2,5/24/23,60.03624853,
102,Drought,CLOV,R3,G-50,T90,2,5/24/23,59.93958579,
103,Drought,CLOV,R3,G-00,T1,2,5/24/23,60.03624853,
104,Drought,CLOV,R3,G-00,T90,2,5/24/23,59.98791716,
105,Drought,NONE,R3,G-50,T1,2,5/24/23,59.74626031,
106,Drought,NONE,R3,G-50,T90,2,5/24/23,59.98791716,
107,Drought,NONE,R3,G-00,T1,2,5/24/23,60.13291127,
108,Drought,NONE,R3,G-00,T90,2,5/24/23,60.13291127,
109,Drought,SHMX,R3,G-50,T1,2,5/24/23,59.85500589,
110,Drought,SHMX,R3,G-50,T90,2,5/24/23,59.71001178,
111,Drought,SHMX,R3,G-00,T1,2,5/24/23,60.24165685,
112,Drought,SHMX,R3,G-00,T90,2,5/24/23,60.19332548,
113,Drought,WHCL,R3,G-50,T1,2,5/24/23,59.90333726,
114,Drought,WHCL,R3,G-50,T90,2,5/24/23,59.85500589,
115,Drought,WHCL,R3,G-00,T1,2,5/24/23,60.14499411,
116,Drought,WHCL,R3,G-00,T90,2,5/24/23,60.09666274,
117,Drought,WHEA,R3,G-50,T1,2,5/24/23,60.14499411,
118,Drought,WHEA,R3,G-50,T90,2,5/24/23,60,
119,Drought,WHEA,R3,G-00,T1,2,5/24/23,59.85500589,
120,Drought,WHEA,R3,G-00,T90,2,5/24/23,60,
121,Ambient,CLOV,R4,G-50,T1,2,5/24/23,60.01208284,
122,Ambient,CLOV,R4,G-50,T90,2,5/24/23,60.10874558,
123,Ambient,CLOV,R4,G-00,T1,2,5/24/23,59.9154201,
124,Ambient,CLOV,R4,G-00,T90,2,5/24/23,59.96375147,
125,Ambient,NONE,R4,G-50,T1,2,5/24/23,59.96375147,
126,Ambient,NONE,R4,G-50,T90,2,5/24/23,60.15707695,
127,Ambient,NONE,R4,G-00,T1,2,5/24/23,60.01208284,
128,Ambient,NONE,R4,G-00,T90,2,5/24/23,59.86708873,
129,Ambient,SHMX,R4,G-50,T1,2,5/24/23,59.93958579,
130,Ambient,SHMX,R4,G-50,T90,2,5/24/23,60.03624853,
131,Ambient,SHMX,R4,G-00,T1,2,5/24/23,60.18124264,
132,Ambient,SHMX,R4,G-00,T90,2,5/24/23,59.84292305,
133,Ambient,WHCL,R4,G-50,T1,2,5/24/23,60,
134,Ambient,WHCL,R4,G-50,T90,2,5/24/23,60.04833137,
135,Ambient,WHCL,R4,G-00,T1,2,5/24/23,59.90333726,
136,Ambient,WHCL,R4,G-00,T90,2,5/24/23,60.04833137,
137,Ambient,WHEA,R4,G-50,T1,2,5/24/23,60.01208284,
138,Ambient,WHEA,R4,G-50,T90,2,5/24/23,60.01208284,
139,Ambient,WHEA,R4,G-00,T1,2,5/24/23,59.96375147,
140,Ambient,WHEA,R4,G-00,T90,2,5/24/23,60.01208284,
141,Drought,CLOV,R4,G-50,T1,2,5/24/23,60.03624853,
142,Drought,CLOV,R4,G-50,T90,2,5/24/23,60.13291127,
143,Drought,CLOV,R4,G-00,T1,2,5/24/23,59.89125442,
144,Drought,CLOV,R4,G-00,T90,2,5/24/23,59.93958579,
145,Drought,NONE,R4,G-50,T1,2,5/24/23,59.87917158,
146,Drought,NONE,R4,G-50,T90,2,5/24/23,60.16915979,
147,Drought,NONE,R4,G-00,T1,2,5/24/23,59.92750295,
148,Drought,NONE,R4,G-00,T90,2,5/24/23,60.02416568,
149,Drought,SHMX,R4,G-50,T1,2,5/24/23,59.69792894,
150,Drought,SHMX,R4,G-50,T90,2,5/24/23,60.03624853,
151,Drought,SHMX,R4,G-00,T1,2,5/24/23,60.22957401,
152,Drought,SHMX,R4,G-00,T90,2,5/24/23,60.03624853,
153,Drought,WHCL,R4,G-50,T1,2,5/24/23,60.02416568,
154,Drought,WHCL,R4,G-50,T90,2,5/24/23,59.6858461,
155,Drought,WHCL,R4,G-00,T1,2,5/24/23,59.97583432,
156,Drought,WHCL,R4,G-00,T90,2,5/24/23,60.3141539,
157,Drought,WHEA,R4,G-50,T1,2,5/24/23,59.93958579,
158,Drought,WHEA,R4,G-50,T90,2,5/24/23,59.93958579,
159,Drought,WHEA,R4,G-00,T1,2,5/24/23,59.79459168,
160,Drought,WHEA,R4,G-00,T90,2,5/24/23,60.32623674,
1,Ambient,CLOV,R1,G-50,T1,1,5/26/23,58.77191207,
2,Ambient,CLOV,R1,G-50,T90,1,5/26/23,58.68008247,
3,Ambient,CLOV,R1,G-00,T1,1,5/26/23,59.21172754,
4,Ambient,CLOV,R1,G-00,T90,1,5/26/23,58.10010603,
5,Ambient,NONE,R1,G-50,T1,1,5/26/23,58.77577858,
6,Ambient,NONE,R1,G-50,T90,1,5/26/23,59.24459287,
7,Ambient,NONE,R1,G-00,T1,1,5/26/23,59.45241776,
8,Ambient,NONE,R1,G-00,T90,1,5/26/23,59.39925325,
9,Ambient,SHMX,R1,G-50,T1,1,5/26/23,58.58148648,
10,Ambient,SHMX,R1,G-50,T90,1,5/26/23,58.77964509,
11,Ambient,SHMX,R1,G-00,T1,1,5/26/23,58.85214215,
12,Ambient,SHMX,R1,G-00,T90,1,5/26/23,59.09379899,
13,Ambient,WHCL,R1,G-50,T1,1,5/26/23,58.78061172,
14,Ambient,WHCL,R1,G-50,T90,1,5/26/23,58.71778094,
15,Ambient,WHCL,R1,G-00,T1,1,5/26/23,59.1575964,
16,Ambient,WHCL,R1,G-00,T90,1,5/26/23,58.93043896,
17,Ambient,WHEA,R1,G-50,T1,1,5/26/23,59.19239499,
18,Ambient,WHEA,R1,G-50,T90,1,5/26/23,58.69941502,
19,Ambient,WHEA,R1,G-00,T1,1,5/26/23,59.13439734,
20,Ambient,WHEA,R1,G-00,T90,1,5/26/23,59.27939145,
21,Drought,CLOV,R1,G-50,T1,1,5/26/23,58.93623873,
22,Drought,CLOV,R1,G-50,T90,1,5/26/23,58.82990972,
23,Drought,CLOV,R1,G-00,T1,1,5/26/23,58.96040441,
24,Drought,CLOV,R1,G-00,T90,1,5/26/23,59.01356892,
25,Drought,NONE,R1,G-50,T1,1,5/26/23,59.39925325,
26,Drought,NONE,R1,G-50,T90,1,5/26/23,59.1044319,
27,Drought,NONE,R1,G-00,T1,1,5/26/23,59.30259051,
28,Drought,NONE,R1,G-00,T90,1,5/26/23,59.35092188,
29,Drought,SHMX,R1,G-50,T1,1,5/26/23,58.56215393,
30,Drought,SHMX,R1,G-50,T90,1,5/26/23,58.79897764,
31,Drought,SHMX,R1,G-00,T1,1,5/26/23,58.52832197,
32,Drought,SHMX,R1,G-00,T90,1,5/26/23,58.85697528,
33,Drought,WHCL,R1,G-50,T1,1,5/26/23,59.03193484,
34,Drought,WHCL,R1,G-50,T90,1,5/26/23,58.56312056,
35,Drought,WHCL,R1,G-00,T1,1,5/26/23,59.12859758,
36,Drought,WHCL,R1,G-00,T90,1,5/26/23,58.20063528,
37,Drought,WHEA,R1,G-50,T1,1,5/26/23,58.83957599,
38,Drought,WHEA,R1,G-50,T90,1,5/26/23,58.5012564,
39,Drought,WHEA,R1,G-00,T1,1,5/26/23,58.86374167,
40,Drought,WHEA,R1,G-00,T90,1,5/26/23,59.25039263,
41,Ambient,CLOV,R2,G-50,T1,1,5/26/23,59.02806833,
42,Ambient,CLOV,R2,G-50,T90,1,5/26/23,59.27455832,
43,Ambient,CLOV,R2,G-00,T1,1,5/26/23,58.68974874,
44,Ambient,CLOV,R2,G-00,T90,1,5/26/23,59.04643425,
45,Ambient,NONE,R2,G-50,T1,1,5/26/23,59.38958698,
46,Ambient,NONE,R2,G-50,T90,1,5/26/23,59.44275148,
47,Ambient,NONE,R2,G-00,T1,1,5/26/23,59.63124382,
48,Ambient,NONE,R2,G-00,T90,1,5/26/23,59.08026621,
49,Ambient,SHMX,R2,G-50,T1,1,5/26/23,59.08413272,
50,Ambient,SHMX,R2,G-50,T90,1,5/26/23,58.95363802,
51,Ambient,SHMX,R2,G-00,T1,1,5/26/23,59.22429369,
52,Ambient,SHMX,R2,G-00,T90,1,5/26/23,58.89080724,
53,Ambient,WHCL,R2,G-50,T1,1,5/26/23,58.85310877,
54,Ambient,WHCL,R2,G-50,T90,1,5/26/23,58.60178565,
55,Ambient,WHCL,R2,G-00,T1,1,5/26/23,58.57278683,
56,Ambient,WHCL,R2,G-00,T90,1,5/26/23,59.34608874,
57,Ambient,WHEA,R2,G-50,T1,1,5/26/23,59.14406362,
58,Ambient,WHEA,R2,G-50,T90,1,5/26/23,59.25522577,
59,Ambient,WHEA,R2,G-00,T1,1,5/26/23,58.90240677,
60,Ambient,WHEA,R2,G-00,T90,1,5/26/23,58.70908129,
61,Drought,CLOV,R2,G-50,T1,1,5/26/23,59.16339617,
62,Drought,CLOV,R2,G-50,T90,1,5/26/23,59.05223402,
63,Drought,CLOV,R2,G-00,T1,1,5/26/23,58.79124462,
64,Drought,CLOV,R2,G-00,T90,1,5/26/23,58.80574403,
65,Drought,NONE,R2,G-50,T1,1,5/26/23,58.73228035,
66,Drought,NONE,R2,G-50,T90,1,5/26/23,59.62157755,
67,Drought,NONE,R2,G-00,T1,1,5/26/23,59.46691717,
68,Drought,NONE,R2,G-00,T90,1,5/26/23,58.98360347,
69,Drought,SHMX,R2,G-50,T1,1,5/26/23,58.24316689,
70,Drought,SHMX,R2,G-50,T90,1,5/26/23,58.17550297,
71,Drought,SHMX,R2,G-00,T1,1,5/26/23,59.19867807,
72,Drought,SHMX,R2,G-00,T90,1,5/26/23,58.87630783,
73,Drought,WHCL,R2,G-50,T1,1,5/26/23,58.53412173,
74,Drought,WHCL,R2,G-50,T90,1,5/26/23,58.37946135,
75,Drought,WHCL,R2,G-00,T1,1,5/26/23,58.66944957,
76,Drought,WHCL,R2,G-00,T90,1,5/26/23,59.16726268,
77,Drought,WHEA,R2,G-50,T1,1,5/26/23,59.01066904,
78,Drought,WHEA,R2,G-50,T90,1,5/26/23,58.89757363,
79,Drought,WHEA,R2,G-00,T1,1,5/26/23,58.99906951,
80,Drought,WHEA,R2,G-00,T90,1,5/26/23,58.62498471,
81,Ambient,CLOV,R3,G-50,T1,1,5/26/23,58.97007069,
82,Ambient,CLOV,R3,G-50,T90,1,5/26/23,58.95557128,
83,Ambient,CLOV,R3,G-00,T1,1,5/26/23,59.05223402,
84,Ambient,CLOV,R3,G-00,T90,1,5/26/23,59.21801061,
85,Ambient,NONE,R3,G-50,T1,1,5/26/23,59.32192306,
86,Ambient,NONE,R3,G-50,T90,1,5/26/23,59.39925325,
87,Ambient,NONE,R3,G-00,T1,1,5/26/23,59.52974795,
88,Ambient,NONE,R3,G-00,T90,1,5/26/23,59.55874677,
89,Ambient,SHMX,R3,G-50,T1,1,5/26/23,59.01163567,
90,Ambient,SHMX,R3,G-50,T90,1,5/26/23,58.98263684,
91,Ambient,SHMX,R3,G-00,T1,1,5/26/23,58.77964509,
92,Ambient,SHMX,R3,G-00,T90,1,5/26/23,58.89564038,
93,Ambient,WHCL,R3,G-50,T1,1,5/26/23,58.92077269,
94,Ambient,WHCL,R3,G-50,T90,1,5/26/23,59.17692895,
95,Ambient,WHCL,R3,G-00,T1,1,5/26/23,59.07543307,
96,Ambient,WHCL,R3,G-00,T90,1,5/26/23,58.41812645,
97,Ambient,WHEA,R3,G-50,T1,1,5/26/23,59.00051945,
98,Ambient,WHEA,R3,G-50,T90,1,5/26/23,59.27455832,
99,Ambient,WHEA,R3,G-00,T1,1,5/26/23,59.22622695,
100,Ambient,WHEA,R3,G-00,T90,1,5/26/23,59.29389086,
101,Drought,CLOV,R3,G-50,T1,1,5/26/23,58.60758542,
102,Drought,CLOV,R3,G-50,T90,1,5/26/23,59.06673343,
103,Drought,CLOV,R3,G-00,T1,1,5/26/23,59.30839027,
104,Drought,CLOV,R3,G-00,T90,1,5/26/23,59.13439734,
105,Drought,NONE,R3,G-50,T1,1,5/26/23,59.3267562,
106,Drought,NONE,R3,G-50,T90,1,5/26/23,59.40070319,
107,Drought,NONE,R3,G-00,T1,1,5/26/23,59.76173852,
108,Drought,NONE,R3,G-00,T90,1,5/26/23,59.85598469,
109,Drought,SHMX,R3,G-50,T1,1,5/26/23,59.11796468,
110,Drought,SHMX,R3,G-50,T90,1,5/26/23,58.50898942,
111,Drought,SHMX,R3,G-00,T1,1,5/26/23,59.36445466,
112,Drought,SHMX,R3,G-00,T90,1,5/26/23,59.4997825,
113,Drought,WHCL,R3,G-50,T1,1,5/26/23,59.16242954,
114,Drought,WHCL,R3,G-50,T90,1,5/26/23,58.9352721,
115,Drought,WHCL,R3,G-00,T1,1,5/26/23,58.80961054,
116,Drought,WHCL,R3,G-00,T90,1,5/26/23,59.49591599,
117,Drought,WHEA,R3,G-50,T1,1,5/26/23,59.69020809,
118,Drought,WHEA,R3,G-50,T90,1,5/26/23,59.50654889,
119,Drought,WHEA,R3,G-00,T1,1,5/26/23,59.24555949,
120,Drought,WHEA,R3,G-00,T90,1,5/26/23,59.08606597,
121,Ambient,CLOV,R4,G-50,T1,1,5/26/23,59.00390265,
122,Ambient,CLOV,R4,G-50,T90,1,5/26/23,59.17306244,
123,Ambient,CLOV,R4,G-00,T1,1,5/26/23,58.99906951,
124,Ambient,CLOV,R4,G-00,T90,1,5/26/23,59.07156656,
125,Ambient,NONE,R4,G-50,T1,1,5/26/23,59.54424736,
126,Ambient,NONE,R4,G-50,T90,1,5/26/23,59.53458108,
127,Ambient,NONE,R4,G-00,T1,1,5/26/23,59.602245,
128,Ambient,NONE,R4,G-00,T90,1,5/26/23,59.50558226,
